# ================================================================================================
#  This file contains the calculated data for a simulation  
#  Every line contains name, orbital period, and semi-major axis of a body 
# ================================================================================================
#
#Name,orbital_period,SMA
Sun, 74.3407705944849, 0.005158988172376742
Mercury, 1.514341381316903, 0.38711338262254646
Venus, 3.870452623718077, 0.7236439565024377
Earth, 6.2918807187962065, 1.0004863476196844
Mars, 11.83207609219296, 1.5244437812757665
Jupiter, 74.73209954053883, 5.20374592417437
Saturn, 186.4392611111111, 9.5855381471962
Uranus, 528.904, 19.205312137210615
Neptune, 1042.5365793650794, 30.193158651928762
