# ================================================================================================
#  This file contains the calculated data for a simulation  
#  Every line contains name, orbital period, and semi-major axis of a body 
# ================================================================================================
#
#Name,orbital_period,SMA
Sun, 79.10000000000001, 0.05359850134021807
rogue_planet, 79.10000000000001, 5.360057563707461
Mercury, 1.9188498130633407, 0.399733061998484
Venus, 5.006861535742073, 0.8657101245924759
Earth, 6.071784008859857, 0.8909455854814783
Mars, 12.105724425506713, 1.9225783262306253
