# ================================================================================================
#  This file contains the simulation data for a simulation of gravity between n bodies 
#  The first line contains the defining charachterisitics of the bodies with 6 columns for each
#  Every subsequent line contains their position and velocities 
# ================================================================================================
#
#name,mass,radius,colour,_,_,name,mass,radius,colour,_,_,name,mass,radius,colour,_,_,name,mass,radius,colour,_,_,
figure_eight_1,0.25,0.5,1770A5,0,0,figure_eight_2,0.25,0.5,64C532,0,0,figure_eight_3,0.25,0.5,D25481,0,0,figure_eight_4,0.25,0.5,9B0481,0,0
#x,y,z,vx,vy,vz,x,y,z,vx,vy,vz,x,y,z,vx,vy,vz,x,y,z,vx,vy,vz,
0.97000436,-0.24308753,-0.125,0.466203685,0.43236573,0.0,-0.97000436,0.24308753,-0.125,0.466203685,0.43236573,0.0,0.0,0.0,-0.125,-0.93240737,-0.86473146,0.0,0.0,0.0,0.375,0.0,0.0,0.0
1.00969468547324,-0.19833827630732906,-0.12368832357870932,0.329635497147463,0.46014898337449534,0.025987869681969075,-0.9159889261170892,0.2841784909987264,-0.12360952342812029,0.6166414707310478,0.38549148329256633,0.028437750236619302,-0.09268654595675976,-0.08507136454900073,-0.10993329488940558,-0.9151762808374173,-0.8222140751166811,0.3026516107858757,-0.0010192133993910367,-0.0007688501423965641,0.3572311418962352,-0.031100687041093505,-0.023426391550380413,-0.3570772307044641
1.036264628821056,-0.15144553137178843,-0.11984363173413325,0.20304408839438465,0.4761923487758266,0.05067605353925878,-0.8461584490168353,0.3192101942310554,-0.11910944435451157,0.7824940761948751,0.3093077928615669,0.0630780864493271,-0.1812698912777907,-0.16114514682376624,-0.06397457921698449,-0.843140162236044,-0.6794598742048257,0.619818908480692,-0.00883628852642996,-0.006619516035500715,0.3029276553056293,-0.14239800235321565,-0.10604026743256773,-0.733573048469278
1.050487092274101,-0.10334699852434176,-0.11362178943239333,0.08201622037059127,0.4847300008225824,0.07324807715531166,-0.7590157959210655,0.34468043676867155,-0.11056060645222845,0.962639177383548,0.19231556048693957,0.11077570713057502,-0.25684661746559956,-0.21572349869885007,0.014509157625558315,-0.6320528343237181,-0.3760545020139563,0.9480071106323908,-0.03462467888743603,-0.025609939545479663,0.20967323825906345,-0.41260256343042123,-0.3009910592955656,-1.1320308949182778
1.0527627707464973,-0.054694406515916755,-0.10534102675394669,-0.035989684470012,0.48737422490036847,0.09143213844358385,-0.6531112852547375,0.3558405769258193,-0.09625571833916605,1.1587607551002597,0.019466280309347245,0.17915390884741741,-0.29503664975443045,-0.2254639798493557,0.12066092817197177,-0.03225224304612284,0.2588488813743714,1.0893997183269124,-0.10461483573732953,-0.07568219056054674,0.08093581692114087,-1.0905188275841249,-0.765689386584087,-1.3599857656179142
1.043439000625201,-0.0060479070480788846,-0.09551419959025875,-0.14966452652594536,0.48487966887674855,0.10453156363317669,-0.5266085123417122,0.34526715917563133,-0.07403820069235822,1.3715869738023294,-0.2543568153840707,0.26835031751440913,-0.25138148840095353,-0.1573969578881658,0.1801645197325545,0.7185667873539906,0.9339845960579057,-0.26486410314503606,-0.2654489998825355,-0.18182229423938653,-0.010612119449937682,-1.9404892346303748,-1.1645074495505836,-0.10801777800255014
1.0228541374687012,0.04221354272655803,-0.08448240123252301,-0.2628229616126895,0.480226377310547,0.1158619082800504,-0.37990409146557463,0.29919478782945524,-0.04148375162193347,1.555466729837773,-0.7046392240209819,0.3910566850931583,-0.21495709286726952,-0.08446191681907167,0.08291404731885028,-0.08013939168026407,0.515341349075757,-1.351472862245087,-0.42799295313585745,-0.25694641373694144,0.043052105535606046,-1.2125043765448194,-0.290928502365322,0.8445542688718782
0.9905927281621272,0.08996582109976785,-0.07242674814862902,-0.38435120859497685,0.47448193032421904,0.12480245375958592,-0.2181255070798812,0.18811004556972738,0.0034952961622171375,1.6132468926134853,-1.6876063428101236,0.446728052381789,-0.2578325637214557,-0.027984958657595975,-0.05342262059518162,-0.6593011687848875,0.8412362924599908,-1.2506165468571901,-0.5146346573607906,-0.25009090801189904,0.12235407258159336,-0.5695945152336209,0.371888120025914,0.6790860407158152
0.9454787200358943,0.13691206205473055,-0.05957409390115237,-0.5205982967676198,0.4624129250507685,0.13202632979350362,-0.11149619807368773,-0.03870252899005207,0.005740329118055761,0.3959044829659672,-2.3778943102151486,-0.4233027648279466,-0.2864231299401123,0.09288844578989357,-0.12125782017086176,0.21884287958500126,1.1441461004477436,-0.08439289222528287,-0.5475593920220945,-0.19109797885457183,0.1750915849539582,-0.09414906578334897,0.7713352847166366,0.37566932725972585
0.8861059415492633,0.1819457647631998,-0.04611890736539415,-0.6679872655329306,0.43593808304727155,0.13647587959084118,-0.10549793702898545,-0.24949137545672298,-0.04562159881135795,-0.1629421887020093,-1.8566374599668833,-0.5166964761889555,-0.24734336538053311,0.1708697193635239,-0.1053099721401151,0.45638443474920276,0.46987539707854203,0.32008477932795,-0.533264639139745,-0.10332410867000046,0.19705047831686703,0.37454501948573704,0.9508239798410701,0.06013581727016426
0.8116382199292351,0.22373564523693037,-0.03236396953712684,-0.8231770228969691,0.3984274271892519,0.1384793419322495,-0.13253521869925716,-0.41383572650182365,-0.09206835303066926,-0.3443295938794285,-1.444630037311956,-0.4090715074890303,-0.2047144714395539,0.19488142699853775,-0.06217466682824879,0.36674651798447105,0.02939661737142224,0.544890640945888,-0.47438852979042434,-0.004781345733644166,0.18660698939604473,0.8007600987919264,1.016805992751282,-0.27429847538910723
0.7208751152390218,0.2613511735597579,-0.01837212850166291,-0.9965028052074392,0.35224096631072477,0.14210916601241444,-0.1698277458273331,-0.5410079989231874,-0.127951036939393,-0.38665422984873227,-1.110674561721044,-0.31290361096328717,-0.18322771269375956,0.17694177856543744,0.008375854803558146,-0.04723545977200433,-0.41046796289178883,0.9326705099260812,-0.3678196567179294,0.10271504679799244,0.1379473106374976,1.4303924948281757,1.1689015583021083,-0.7618760649752085
0.61107786530066,0.2937578129763707,-0.0036742091806482103,-1.208620739744424,0.2933999601975901,0.1533645301807656,-0.20790062358019698,-0.6381278737315854,-0.15539681282621914,-0.36881394196553813,-0.8420578842540285,-0.23853444723468964,-0.20201019314024302,0.2522437901327988,0.025985024212548908,1.3540907055828666,1.4224538954216923,-0.9679703665417837,-0.20116704858022033,0.09212627062241627,0.13308599779431826,0.22334397612709653,-0.8737959713652533,1.0531402835957075
0.4760986729218085,0.31954894604244233,0.012415060201399753,-1.516854109988035,0.2202371262178289,0.1672176306235315,-0.24286481241678878,-0.7112846439910553,-0.17593453832749545,-0.32837063783046194,-0.6285426432332054,-0.17345512999074492,-0.06466371221315365,0.34607582966882655,-0.039389941361144744,1.4026695163513774,0.636328049799085,-0.4508673891687052,-0.16857014829186637,0.04565986827978671,0.20290941948724023,0.44255523146712067,-0.22802253278370763,0.4571048885359185
0.29586464644621124,0.33814608527867285,0.027324667668412298,-2.236612181163837,0.17544033266519063,0.07046434354643241,-0.2732871096447722,-0.7649885290247046,-0.19034113165110966,-0.2790780678548315,-0.4499212789662771,-0.11591830962997798,0.08928981220512996,0.3903684329183952,-0.06905682469349858,1.8162560661054983,0.2378892070910359,-0.09042644697527136,-0.11186734900656918,0.036474010827637016,0.23207328867619573,0.6994341829131712,0.03659173921005135,0.13588041305881685
0.10595303994625448,0.4176538883530393,-0.09896613670800236,-0.355381191139894,0.9284907213974992,-1.6938064836824807,-0.2985539797580963,-0.8019565864232204,-0.19936643710157617,-0.22601713691952996,-0.2923384604745221,-0.06597076154433258,0.2192494078660375,0.3279699647225951,0.06980456005250345,-0.4271893213713218,-1.0285629262062486,1.9854564360068605,-0.026648468054195767,0.056332733347586685,0.22852801375707485,1.0085876494307462,0.39241066528327234,-0.22567919078004628
0.08195968764062786,0.4819880465556938,-0.2273485187860611,-0.20540188355352026,0.43633405623107047,-1.0084011248144054,-0.318464889310966,-0.8240128201338819,-0.2037989881567499,-0.17222018241283904,-0.15138388611336484,-0.02380254767970936,0.1291584693108479,0.19918954845188513,0.2426077797773259,-1.7258398096863157,-2.459918844227194,1.1282419606437086,0.10734673235949019,0.1428352251263036,0.18853972716548498,2.103461875652675,2.174968674109489,-0.09603828814959336
